13177,8,0,15-03-2025
13178,8,0,15-03-2025
13385,8,0,15-03-2025
13386,8,0,15-03-2025
13387,8,0,15-03-2025
13399,8,0,15-03-2025
13400,8,0,15-03-2025
13403,8,0,15-03-2025
13404,8,0,15-03-2025
13408,8,0,15-03-2025
13411,8,0,15-03-2025
13413,8,0,15-03-2025
18006,8,0,15-03-2025
18217,8,0,15-03-2025
13414,8,0,15-03-2025
13415,8,0,15-03-2025
13416,8,0,15-03-2025
13621,8,0,15-03-2025
13622,8,0,15-03-2025
13624,8,0,15-03-2025
13625,8,0,15-03-2025
13884,8,0,15-03-2025
13892,8,0,15-03-2025
13896,8,0,15-03-2025
13897,8,0,15-03-2025
13898,8,0,15-03-2025
13899,8,0,15-03-2025
13904,8,0,15-03-2025
13905,8,0,15-03-2025
13907,8,0,15-03-2025
13908,8,0,15-03-2025
13909,8,0,15-03-2025
13910,8,0,15-03-2025
13915,8,0,15-03-2025
13922,8,0,15-03-2025
13923,8,0,15-03-2025
13927,8,0,15-03-2025
14085,8,0,15-03-2025
14086,8,0,15-03-2025
14088,8,0,15-03-2025
14089,8,0,15-03-2025
14578,8,0,15-03-2025
14579,8,0,15-03-2025
14580,8,0,15-03-2025
14582,8,0,15-03-2025
14583,8,0,15-03-2025
14584,8,0,15-03-2025
14587,8,0,15-03-2025
14588,8,0,15-03-2025
14589,8,0,15-03-2025
14590,8,0,15-03-2025
14591,8,0,15-03-2025
14592,8,0,15-03-2025
14593,8,0,15-03-2025
14595,8,0,15-03-2025
14596,8,0,15-03-2025
14597,8,0,15-03-2025
14602,8,0,15-03-2025
14604,8,0,15-03-2025
14607,8,0,15-03-2025
14608,8,0,15-03-2025
14610,8,0,15-03-2025
14611,8,0,15-03-2025
14612,8,0,15-03-2025
14613,8,0,15-03-2025
14614,8,0,15-03-2025
14616,8,0,15-03-2025
14620,8,0,15-03-2025
14624,8,0,15-03-2025
14726,8,0,15-03-2025
14729,8,0,15-03-2025
14732,8,0,15-03-2025
14735,8,0,15-03-2025
14736,8,0,15-03-2025
14744,8,0,15-03-2025
14745,8,0,15-03-2025
14908,8,0,15-03-2025
14912,8,0,15-03-2025
14913,8,0,15-03-2025
14914,8,0,15-03-2025
14916,8,0,15-03-2025
14917,8,0,15-03-2025
14920,8,0,15-03-2025
14921,8,0,15-03-2025
14922,8,0,15-03-2025
14923,8,0,15-03-2025
14924,8,0,15-03-2025
14925,8,0,15-03-2025
14926,8,0,15-03-2025
18023,8,0,15-03-2025
18026,8,0,15-03-2025
18028,8,0,15-03-2025
18047,8,0,15-03-2025
18051,8,0,15-03-2025
18053,8,0,15-03-2025
18062,8,0,15-03-2025
18063,8,0,15-03-2025
18066,8,0,15-03-2025
18070,8,0,15-03-2025
18075,8,0,15-03-2025
18078,8,0,15-03-2025
18082,8,0,15-03-2025
18083,8,0,15-03-2025
18084,8,0,15-03-2025
18086,8,0,15-03-2025
18088,8,0,15-03-2025
18090,8,0,15-03-2025
18091,8,0,15-03-2025
18092,8,0,15-03-2025
18106,8,0,15-03-2025
18111,8,0,15-03-2025
18115,8,0,15-03-2025
18123,8,0,15-03-2025
18124,8,0,15-03-2025
18126,8,0,15-03-2025
18143,8,0,15-03-2025
18162,8,0,15-03-2025
18165,8,0,15-03-2025
18167,8,0,15-03-2025
18169,8,0,15-03-2025
18171,8,0,15-03-2025
18188,8,0,15-03-2025
18189,8,0,15-03-2025
18192,8,0,15-03-2025
18193,8,0,15-03-2025
18195,8,0,15-03-2025
18200,8,0,15-03-2025
18210,8,0,15-03-2025
18237,8,0,15-03-2025
18238,8,0,15-03-2025
18241,8,0,15-03-2025
18242,8,0,15-03-2025
18259,8,0,15-03-2025
18260,8,0,15-03-2025
18261,8,0,15-03-2025
18264,8,0,15-03-2025
18265,8,0,15-03-2025
18283,8,0,15-03-2025
18313,8,0,15-03-2025
18335,8,0,15-03-2025
18355,8,0,15-03-2025
18357,8,0,15-03-2025
18374,8,0,15-03-2025
18382,8,0,15-03-2025
18427,8,0,15-03-2025
18428,8,0,15-03-2025
18429,8,0,15-03-2025
18436,8,0,15-03-2025
18459,8,0,15-03-2025
18460,8,0,15-03-2025
18464,8,0,15-03-2025
18465,8,0,15-03-2025
18502,8,0,15-03-2025
18560,8,0,15-03-2025
18795,8,0,15-03-2025
18796,8,0,15-03-2025
19341,8,0,15-03-2025
51104,8,0,15-03-2025
51144,8,0,15-03-2025
51147,8,0,15-03-2025
51149,8,0,15-03-2025
51155,8,0,15-03-2025
51491,8,0,15-03-2025
51506,8,0,15-03-2025
14087,8,0,15-03-2025
19357,8,0,15-03-2025
19377,8,0,15-03-2025
13384,8,0,15-03-2025
13397,8,0,15-03-2025
13402,8,0,15-03-2025
13412,8,0,15-03-2025
13886,8,0,15-03-2025
13901,8,0,15-03-2025
13906,8,0,15-03-2025
13916,8,0,15-03-2025
13921,8,0,15-03-2025
13926,8,0,15-03-2025
14599,8,0,15-03-2025
14605,8,0,15-03-2025
14734,8,0,15-03-2025
14910,8,0,15-03-2025
14915,8,0,15-03-2025
14919,8,0,15-03-2025
16838,8,0,15-03-2025
18050,8,0,15-03-2025
18399,8,0,15-03-2025
14609,8,0,15-03-2025
13401,8,0,15-03-2025
13176,8,0,15-03-2025
18721,8,0,15-03-2025
18339,8,0,15-03-2025
16835,8,0,15-03-2025
16042,8,0,15-03-2025
18199,8,0,15-03-2025
18227,8,0,15-03-2025
18044,8,0,15-03-2025
18352,8,0,15-03-2025
18401,8,0,15-03-2025
18403,8,0,15-03-2025
18406,8,0,15-03-2025
18407,8,0,15-03-2025
18095,8,0,15-03-2025
18107,8,0,15-03-2025
18202,8,0,15-03-2025
18365,8,0,15-03-2025
16351,8,0,15-03-2025
19420,8,0,15-03-2025
16044,8,0,15-03-2025
18005,8,0,15-03-2025
18008,8,0,15-03-2025
18017,8,0,15-03-2025
18018,8,0,15-03-2025
18099,8,0,15-03-2025
18100,8,0,15-03-2025
18113,8,0,15-03-2025
18129,8,0,15-03-2025
18132,8,0,15-03-2025
18134,8,0,15-03-2025
18136,8,0,15-03-2025
18139,8,0,15-03-2025
18140,8,0,15-03-2025
18216,8,0,15-03-2025
16346,8,0,15-03-2025
16354,8,0,15-03-2025
18098,8,0,15-03-2025
18157,8,0,15-03-2025
18184,8,0,15-03-2025
18222,8,0,15-03-2025
18225,8,0,15-03-2025
18226,8,0,15-03-2025
18228,8,0,15-03-2025
18229,8,0,15-03-2025
18272,8,0,15-03-2025
18274,8,0,15-03-2025
18276,8,0,15-03-2025
18278,8,0,15-03-2025
18279,8,0,15-03-2025
18295,8,0,15-03-2025
18296,8,0,15-03-2025
18299,8,0,15-03-2025
18300,8,0,15-03-2025
18302,8,0,15-03-2025
18303,8,0,15-03-2025
18304,8,0,15-03-2025
18305,8,0,15-03-2025
18321,8,0,15-03-2025
18368,8,0,15-03-2025
18386,8,0,15-03-2025
18387,8,0,15-03-2025
18388,8,0,15-03-2025
18408,8,0,15-03-2025
18415,8,0,15-03-2025
18416,8,0,15-03-2025
18418,8,0,15-03-2025
18421,8,0,15-03-2025
18422,8,0,15-03-2025
18423,8,0,15-03-2025
18439,8,0,15-03-2025
18442,8,0,15-03-2025
18447,8,0,15-03-2025
18450,8,0,15-03-2025
18455,8,0,15-03-2025
18475,8,0,15-03-2025
18483,8,0,15-03-2025
18501,8,0,15-03-2025
18505,8,0,15-03-2025
18511,8,0,15-03-2025
18515,8,0,15-03-2025
18519,8,0,15-03-2025
18520,8,0,15-03-2025
18522,8,0,15-03-2025
18525,8,0,15-03-2025
18527,8,0,15-03-2025
18541,8,0,15-03-2025
18558,8,0,15-03-2025
18561,8,0,15-03-2025
18586,8,0,15-03-2025
18587,8,0,15-03-2025
18588,8,0,15-03-2025
18591,8,0,15-03-2025
18592,8,0,15-03-2025
18610,8,0,15-03-2025
18629,8,0,15-03-2025
18630,8,0,15-03-2025
18631,8,0,15-03-2025
18634,8,0,15-03-2025
18711,8,0,15-03-2025
18793,8,0,15-03-2025
18794,8,0,15-03-2025
18798,8,0,15-03-2025
18862,8,0,15-03-2025
18974,8,0,15-03-2025
19342,8,0,15-03-2025
18410,8,0,15-03-2025
18589,8,0,15-03-2025
19439,8,0,15-03-2025
18759,8,0,15-03-2025
18404,8,0,15-03-2025
18252,8,0,15-03-2025
18253,8,0,15-03-2025
18537,8,0,15-03-2025
18870,8,0,15-03-2025
18976,8,0,15-03-2025
18540,8,0,15-03-2025
18674,8,0,15-03-2025
18821,8,0,15-03-2025
19295,8,0,15-03-2025
18426,8,0,15-03-2025
18461,8,0,15-03-2025
18462,8,0,15-03-2025
18470,8,0,15-03-2025
18473,8,0,15-03-2025
18333,8,0,15-03-2025
18390,8,0,15-03-2025
18432,8,0,15-03-2025
18671,8,0,15-03-2025
18682,8,0,15-03-2025
18684,8,0,15-03-2025
18704,8,0,15-03-2025
18708,8,0,15-03-2025
18710,8,0,15-03-2025
18797,8,0,15-03-2025
18871,8,0,15-03-2025
18893,8,0,15-03-2025
18905,8,0,15-03-2025
19113,8,0,15-03-2025
18293,8,0,15-03-2025
18266,8,0,15-03-2025
18270,8,0,15-03-2025
18287,8,0,15-03-2025
18288,8,0,15-03-2025
18309,8,0,15-03-2025
18315,8,0,15-03-2025
18317,8,0,15-03-2025
18318,8,0,15-03-2025
18366,8,0,15-03-2025
18552,8,0,15-03-2025
18554,8,0,15-03-2025
18555,8,0,15-03-2025
18563,8,0,15-03-2025
18679,8,0,15-03-2025
18680,8,0,15-03-2025
18681,8,0,15-03-2025
18688,8,0,15-03-2025
18689,8,0,15-03-2025
18698,8,0,15-03-2025
18728,8,0,15-03-2025
18729,8,0,15-03-2025
18730,8,0,15-03-2025
18814,8,0,15-03-2025
18846,8,0,15-03-2025
18875,8,0,15-03-2025
18911,8,0,15-03-2025
18912,8,0,15-03-2025
18915,8,0,15-03-2025
18945,8,0,15-03-2025
18946,8,0,15-03-2025
18949,8,0,15-03-2025
18950,8,0,15-03-2025
18980,8,0,15-03-2025
18987,8,0,15-03-2025
18989,8,0,15-03-2025
19015,8,0,15-03-2025
19017,8,0,15-03-2025
19083,8,0,15-03-2025
19089,8,0,15-03-2025
19149,8,0,15-03-2025
19156,8,0,15-03-2025
19158,8,0,15-03-2025
19216,8,0,15-03-2025
19217,8,0,15-03-2025
19247,8,0,15-03-2025
19246,8,0,15-03-2025
18327,8,0,15-03-2025
18328,8,0,15-03-2025
18332,8,0,15-03-2025
18371,8,0,15-03-2025
18379,8,0,15-03-2025
18391,8,0,15-03-2025
18396,8,0,15-03-2025
18397,8,0,15-03-2025
18398,8,0,15-03-2025
18433,8,0,15-03-2025
18443,8,0,15-03-2025
18478,8,0,15-03-2025
18479,8,0,15-03-2025
18481,8,0,15-03-2025
18485,8,0,15-03-2025
18507,8,0,15-03-2025
18528,8,0,15-03-2025
18529,8,0,15-03-2025
18530,8,0,15-03-2025
18533,8,0,15-03-2025
18556,8,0,15-03-2025
18572,8,0,15-03-2025
18573,8,0,15-03-2025
18579,8,0,15-03-2025
18580,8,0,15-03-2025
18593,8,0,15-03-2025
18595,8,0,15-03-2025
18596,8,0,15-03-2025
18602,8,0,15-03-2025
18603,8,0,15-03-2025
18604,8,0,15-03-2025
18605,8,0,15-03-2025
18606,8,0,15-03-2025
18615,8,0,15-03-2025
18616,8,0,15-03-2025
18617,8,0,15-03-2025
18618,8,0,15-03-2025
18620,8,0,15-03-2025
18637,8,0,15-03-2025
18641,8,0,15-03-2025
18643,8,0,15-03-2025
18646,8,0,15-03-2025
18647,8,0,15-03-2025
18649,8,0,15-03-2025
18651,8,0,15-03-2025
18653,8,0,15-03-2025
18655,8,0,15-03-2025
18661,8,0,15-03-2025
18673,8,0,15-03-2025
18675,8,0,15-03-2025
18676,8,0,15-03-2025
18686,8,0,15-03-2025
18687,8,0,15-03-2025
18691,8,0,15-03-2025
18693,8,0,15-03-2025
18694,8,0,15-03-2025
18696,8,0,15-03-2025
18700,8,0,15-03-2025
18701,8,0,15-03-2025
18702,8,0,15-03-2025
18713,8,0,15-03-2025
18715,8,0,15-03-2025
18716,8,0,15-03-2025
18718,8,0,15-03-2025
18725,8,0,15-03-2025
18726,8,0,15-03-2025
18727,8,0,15-03-2025
18737,8,0,15-03-2025
18741,8,0,15-03-2025
18742,8,0,15-03-2025
18743,8,0,15-03-2025
18746,8,0,15-03-2025
18753,8,0,15-03-2025
18758,8,0,15-03-2025
18761,8,0,15-03-2025
18770,8,0,15-03-2025
18771,8,0,15-03-2025
18773,8,0,15-03-2025
18779,8,0,15-03-2025
18784,8,0,15-03-2025
18788,8,0,15-03-2025
18790,8,0,15-03-2025
18791,8,0,15-03-2025
18800,8,0,15-03-2025
18806,8,0,15-03-2025
18807,8,0,15-03-2025
18811,8,0,15-03-2025
18813,8,0,15-03-2025
18829,8,0,15-03-2025
18830,8,0,15-03-2025
18832,8,0,15-03-2025
18833,8,0,15-03-2025
18839,8,0,15-03-2025
18841,8,0,15-03-2025
18845,8,0,15-03-2025
18851,8,0,15-03-2025
18854,8,0,15-03-2025
18856,8,0,15-03-2025
18859,8,0,15-03-2025
18867,8,0,15-03-2025
18878,8,0,15-03-2025
18879,8,0,15-03-2025
18881,8,0,15-03-2025
18882,8,0,15-03-2025
18888,8,0,15-03-2025
18889,8,0,15-03-2025
18892,8,0,15-03-2025
18895,8,0,15-03-2025
18897,8,0,15-03-2025
18900,8,0,15-03-2025
18901,8,0,15-03-2025
18909,8,0,15-03-2025
18923,8,0,15-03-2025
18924,8,0,15-03-2025
18927,8,0,15-03-2025
18928,8,0,15-03-2025
18930,8,0,15-03-2025
18931,8,0,15-03-2025
18934,8,0,15-03-2025
18935,8,0,15-03-2025
18936,8,0,15-03-2025
18937,8,0,15-03-2025
18938,8,0,15-03-2025
18939,8,0,15-03-2025
18944,8,0,15-03-2025
18954,8,0,15-03-2025
18957,8,0,15-03-2025
18958,8,0,15-03-2025
18959,8,0,15-03-2025
18960,8,0,15-03-2025
18961,8,0,15-03-2025
18962,8,0,15-03-2025
18963,8,0,15-03-2025
18965,8,0,15-03-2025
18966,8,0,15-03-2025
18971,8,0,15-03-2025
18973,8,0,15-03-2025
18991,8,0,15-03-2025
18994,8,0,15-03-2025
19004,8,0,15-03-2025
19007,8,0,15-03-2025
19008,8,0,15-03-2025
19019,8,0,15-03-2025
19023,8,0,15-03-2025
19026,8,0,15-03-2025
19027,8,0,15-03-2025
19032,8,0,15-03-2025
19042,8,0,15-03-2025
19044,8,0,15-03-2025
19052,8,0,15-03-2025
19071,8,0,15-03-2025
19085,8,0,15-03-2025
19102,8,0,15-03-2025
19105,8,0,15-03-2025
19107,8,0,15-03-2025
19108,8,0,15-03-2025
19109,8,0,15-03-2025
19111,8,0,15-03-2025
19121,8,0,15-03-2025
19124,8,0,15-03-2025
19132,8,0,15-03-2025
19136,8,0,15-03-2025
19144,8,0,15-03-2025
19163,8,0,15-03-2025
19165,8,0,15-03-2025
19167,8,0,15-03-2025
19168,8,0,15-03-2025
19169,8,0,15-03-2025
19170,8,0,15-03-2025
19177,8,0,15-03-2025
19185,8,0,15-03-2025
19188,8,0,15-03-2025
19196,8,0,15-03-2025
19205,8,0,15-03-2025
19207,8,0,15-03-2025
19208,8,0,15-03-2025
19210,8,0,15-03-2025
19218,8,0,15-03-2025
19222,8,0,15-03-2025
19228,8,0,15-03-2025
19229,8,0,15-03-2025
19230,8,0,15-03-2025
19231,8,0,15-03-2025
19233,8,0,15-03-2025
19235,8,0,15-03-2025
19240,8,0,15-03-2025
19241,8,0,15-03-2025
19253,8,0,15-03-2025
19259,8,0,15-03-2025
19262,8,0,15-03-2025
19269,8,0,15-03-2025
19270,8,0,15-03-2025
19273,8,0,15-03-2025
19281,8,0,15-03-2025
19283,8,0,15-03-2025
19284,8,0,15-03-2025
19286,8,0,15-03-2025
19287,8,0,15-03-2025
19291,8,0,15-03-2025
19292,8,0,15-03-2025
19294,8,0,15-03-2025
19296,8,0,15-03-2025
19299,8,0,15-03-2025
19300,8,0,15-03-2025
19301,8,0,15-03-2025
19305,8,0,15-03-2025
19328,8,0,15-03-2025
18995,8,0,15-03-2025
19049,8,0,15-03-2025
19276,8,0,15-03-2025
19279,8,0,15-03-2025
19280,8,0,15-03-2025
19309,8,0,15-03-2025
19311,8,0,15-03-2025
19312,8,0,15-03-2025
19322,8,0,15-03-2025
19335,8,0,15-03-2025
19347,8,0,15-03-2025
19129,8,0,15-03-2025
19358,8,0,15-03-2025
18640,8,0,15-03-2025
19028,8,0,15-03-2025
19184,8,0,15-03-2025
19376,8,0,15-03-2025
19378,8,0,15-03-2025
19380,8,0,15-03-2025
19384,8,0,15-03-2025
19390,8,0,15-03-2025
19391,8,0,15-03-2025
19318,8,0,15-03-2025
19319,8,0,15-03-2025
19320,8,0,15-03-2025
19343,8,0,15-03-2025
19346,8,0,15-03-2025
19351,8,0,15-03-2025
19355,8,0,15-03-2025
19367,8,0,15-03-2025
19371,8,0,15-03-2025
19372,8,0,15-03-2025
19374,8,0,15-03-2025
19375,8,0,15-03-2025
18724,8,0,15-03-2025
19258,8,0,15-03-2025
19293,8,0,15-03-2025
19329,8,0,15-03-2025
19333,8,0,15-03-2025
19348,8,0,15-03-2025
18844,8,0,15-03-2025
19336,8,0,15-03-2025
19112,8,0,15-03-2025
19211,8,0,15-03-2025
19244,8,0,15-03-2025
19321,8,0,15-03-2025
19337,8,0,15-03-2025
19387,8,0,15-03-2025
19388,8,0,15-03-2025
19428,8,0,15-03-2025
19430,8,0,15-03-2025
19410,8,0,15-03-2025
19382,8,0,15-03-2025
19409,8,0,15-03-2025
19031,8,0,15-03-2025
19308,8,0,15-03-2025
19345,8,0,15-03-2025
19398,8,0,15-03-2025
19086,8,0,15-03-2025
19403,8,0,15-03-2025
19395,8,0,15-03-2025
19407,8,0,15-03-2025
19411,8,0,15-03-2025
19405,8,0,15-03-2025
19386,8,0,15-03-2025
19332,8,0,15-03-2025
19424,8,0,15-03-2025
19422,8,0,15-03-2025
19423,8,0,15-03-2025
19421,8,0,15-03-2025
19433,8,0,15-03-2025
18997,8,0,15-03-2025
18697,8,0,15-03-2025
02431,8,0,15-03-2025
02425,8,0,15-03-2025
02434,8,0,15-03-2025
02437,8,0,15-03-2025
02438,8,0,15-03-2025
02442,8,0,15-03-2025
02443,8,0,15-03-2025
82588,8,0,15-03-2025
82650,8,0,15-03-2025
82657,8,0,15-03-2025
82659,8,0,15-03-2025
19340,8,0,15-03-2025
